town_geocode,town,maine_gis_name,cousub_geocode,cousub_name,cousub_basename,county_fips,county_name,sos_county,geotype,geotype_short,class,perc_cousub,town_ct,rank,gnis_id,gnis_name,tribal_name,voting_name,historical_names,islands,gnis_variants
31040,Berwick,Berwick,2303104720,Berwick town,Berwick,031,York,YOR,Town,T,T1,1.0,1,1,582351,Town of Berwick,,,[],[],"[Town of Berwick,Berwick Township]"
31060,Buxton,Buxton,2303109410,Buxton town,Buxton,031,York,YOR,Town,T,T1,1.0,1,1,582380,Town of Buxton,,,[],[],"[Buxton Township,Town of Buxton]"
31070,Cornish,Cornish,2303114485,Cornish town,Cornish,031,York,YOR,Town,T,T1,1.0,1,1,582421,Town of Cornish,,,[],[],"[Francisboro Town,Cornish Township,Town of Cornish]"
31080,Dayton,Dayton,2303116725,Dayton town,Dayton,031,York,YOR,Town,T,T1,1.0,1,1,582434,Town of Dayton,,,[],[],"[Dayton Township,Town of Dayton]"
31090,Eliot,Eliot,2303122955,Eliot town,Eliot,031,York,YOR,Town,T,T1,1.0,1,1,582464,Town of Eliot,,,[],[],"[Town of Eliot,Eliot Township]"
31100,Hollis,Hollis,2303133665,Hollis town,Hollis,031,York,YOR,Town,T,T1,1.0,1,1,582523,Town of Hollis,,,[],[],"[Hollis Township,Town of Hollis]"
31110,Kennebunk,Kennebunk,2303136535,Kennebunk town,Kennebunk,031,York,YOR,Town,T,T1,1.0,1,1,582539,Town of Kennebunk,,,[],[],"[Town of Kennebunk,Kennebunk Township]"
31120,Kennebunkport,Kennebunkport,2303136745,Kennebunkport town,Kennebunkport,031,York,YOR,Town,T,T1,1.0,1,1,582540,Town of Kennebunkport,,,[],[],"[Kennebunk Port Town,Town of Kennebunkport,Kennebunkport Township]"
31130,Kittery,Kittery,2303137270,Kittery town,Kittery,031,York,YOR,Town,T,T1,1.0,1,1,582544,Town of Kittery,,,[],[],"[Town of Kittery,Kittery Township]"
31140,Lebanon,Lebanon,2303138425,Lebanon town,Lebanon,031,York,YOR,Town,T,T1,1.0,1,1,582550,Town of Lebanon,,,[],[],"[Lebanon Township,Town of Lebanon]"
31150,Limerick,Limerick,2303139195,Limerick town,Limerick,031,York,YOR,Town,T,T1,1.0,1,1,582556,Town of Limerick,,,[],[],"[Town of Limerick,Limerick Township]"
31160,Limington,Limington,2303139405,Limington town,Limington,031,York,YOR,Town,T,T1,1.0,1,1,582558,Town of Limington,,,[],[],"[Town of Limington,Limington Township]"
31170,Lyman,Lyman,2303141750,Lyman town,Lyman,031,York,YOR,Town,T,T1,1.0,1,1,582572,Town of Lyman,,,[],[],"[Lyman Township,Town of Lyman]"
31180,Newfield,Newfield,2303148750,Newfield town,Newfield,031,York,YOR,Town,T,T1,1.0,1,1,582618,Town of Newfield,,,[],[],"[Town of Newfield,Newfield Township]"
31190,North Berwick,North Berwick,2303150325,North Berwick town,North Berwick,031,York,YOR,Town,T,T1,1.0,1,1,582628,Town of North Berwick,,,[],[],"[North Berwick Township,Town of North Berwick]"
31197,Ogunquit,Ogunquit,2303154980,Ogunquit town,Ogunquit,031,York,YOR,Town,T,T1,1.0,1,1,582646,Town of Ogunquit,,,[],[],[Town of Ogunquit]
31200,Old Orchard Beach,Old Orchard Beach,2303155085,Old Orchard Beach town,Old Orchard Beach,031,York,YOR,Town,T,T1,1.0,1,1,582647,Town of Old Orchard Beach,,,[],[],"[Old Orchard Beach Township,Town of Old Orchard Beach]"
31210,Parsonsfield,Parsonsfield,2303156870,Parsonsfield town,Parsonsfield,031,York,YOR,Town,T,T1,1.0,1,1,582662,Town of Parsonsfield,,,[],[],"[Parsonfield Township,Town of Parsonsfield]"
31240,Shapleigh,Shapleigh,2303167475,Shapleigh town,Shapleigh,031,York,YOR,Town,T,T1,1.0,1,1,582722,Town of Shapleigh,,,[],[],"[Town of Shapleigh,Shapleigh Township]"
31250,South Berwick,South Berwick,2303170030,South Berwick town,South Berwick,031,York,YOR,Town,T,T1,1.0,1,1,582732,Town of South Berwick,,,[],[],"[South Berwick Township,Town of South Berwick]"
31260,Waterboro,Waterboro,2303180530,Waterboro town,Waterboro,031,York,YOR,Town,T,T1,1.0,1,1,582793,Town of Waterboro,,,[],[],"[Town of Waterboro,Waterboro Township]"
31270,Wells,Wells,2303181475,Wells town,Wells,031,York,YOR,Town,T,T1,1.0,1,1,582799,Town of Wells,,,[],[],"[Wells Township,Preston Town,Town of Wells]"
31280,York,York,2303187985,York town,York,031,York,YOR,Town,T,T1,1.0,1,1,582832,Town of York,,,[],[],"[Yorke Town,Bristol Town,Town of York,Quack,Agamenticus Plantation,York Township]"
03040,Bancroft Twp,Bancroft Twp,2300302762,Bancroft UT,Bancroft,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,582339,Town of Bancroft,,,[BANCROFT],[],"[Bancroft Township,Town of Bancroft]"
03824,T9 R3 WELS,T9 R3 WELS,2300311785,Central Aroostook UT,Central Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987152,T09 R03 WELS,,,[],[],"[T09 R03 WELS,T9 R3 WELS]"
03808,Saint Croix Twp,Saint Croix Twp,2300311785,Central Aroostook UT,Central Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987141,Township of Saint Croix,,,[],[],"[Saint Croix,T8 R4 WELS,Saint Croix Township,Township of Saint Croix]"
03829,T10 R3 WELS,T10 R3 WELS,2300311785,Central Aroostook UT,Central Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987157,T10 R03 WELS,,,[],[],"[T10 R3 WELS,T10 R03 WELS]"
03803,Cox Patent,Cox Patent,2300311785,Central Aroostook UT,Central Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987689,Cox Patent,,,[],[],[Cox Patent]
03826,T9 R5 WELS,T9 R5 WELS,2300311785,Central Aroostook UT,Central Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987154,T09 R05 WELS,,,[],[],"[T09 R05 WELS,T9 R5 WELS]"
03821,T7 R5 WELS,T7 R5 WELS,2300311785,Central Aroostook UT,Central Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987149,T07 R05 WELS,,,[],[],"[T07 R05 WELS,T7 R5 WELS]"
03804,Dudley Twp,Dudley Twp,2300311785,Central Aroostook UT,Central Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987140,Township of Dudley,,,[],[],"[Township of Dudley,Dudley Township,T7 R3 WELS]"
03814,TC R2 WELS,TC R2 WELS,2300311785,Central Aroostook UT,Central Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987692,TC R02 WELS,,,[],[],"[TC R2 WELS,TC R02 WELS]"
03833,T11 R4 WELS,T11 R4 WELS,2300311785,Central Aroostook UT,Central Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987161,T11 R04 WELS,,,[],[],"[T11 R4 WELS,T11 R04 WELS,Colbath]"
03160,E Twp,E Twp,2300311785,Central Aroostook UT,Central Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,582450,Township of E,,,[E R2 WELS],[],"[Township of E,Plantation of E]"
03823,T8 R5 WELS,T8 R5 WELS,2300311785,Central Aroostook UT,Central Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987151,T08 R05 WELS,,,[],[],"[T08 R05 WELS,T8 R5 WELS]"
03815,TD R2 WELS,TD R2 WELS,2300311785,Central Aroostook UT,Central Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987693,TD R02 WELS,,,[],[],"[TD R02 WELS,TD R2 WELS]"
03500,Oxbow North Twp,Oxbow North Twp,2300311785,Central Aroostook UT,Central Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,582657,Plantation of Oxbow,,,[OXBOW NORTH],[],"[Oxbow Township,Plantation of Oxbow]"
03825,T9 R4 WELS,T9 R4 WELS,2300311785,Central Aroostook UT,Central Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987153,T09 R04 WELS,,,[],[],"[T9 R4 WELS,T09 R04 WELS]"
03812,Webbertown Twp,Webbertown Twp,2300311785,Central Aroostook UT,Central Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987239,Township of Webbertown,,,[],[],"[Webbertown Township,T7 R4 WELS,Township of Webbertown]"
03822,T8 R3 WELS,T8 R3 WELS,2300311785,Central Aroostook UT,Central Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987150,T08 R03 WELS,,,[],[],"[T8 R3 WELS,T08 R03 WELS]"
03810,Scopan Twp,Scopan Twp,2300311785,Central Aroostook UT,Central Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,2648717,Township of Scopan,,,[],[],"[Township of Scopan,Township of Squapan]"
03802,Connor Twp,Connor Twp,2300313900,Connor UT,Connor,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,582416,Township of Connor,,,[CONNOR],[],"[Unorganized Territory of Connor,Township of Connor]"
03801,Big Twenty Twp,Big Twenty Twp,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987139,Township of Big Twenty,,,[],[],"[Township of Big Twenty,Big Twenty,T20 R11 & R12 WELS,T20 R11 & 12 WELS,Big Twenty Township]"
03884,T15 R11 WELS,T15 R11 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987212,T15 R11 WELS,,,[],[],[T15 R11 WELS]
03893,T16 R9 WELS,T16 R9 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987221,T16 R09 WELS,,,[],[],"[T16 R09 WELS,T16 R9 WELS]"
03859,T13 R9 WELS,T13 R9 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987187,T13 R09 WELS,,,[],[],"[T13 R9 WELS,T13 R09 WELS]"
03828,T9 R8 WELS,T9 R8 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987156,T09 R08 WELS,,,[],[],"[T9 R8 WELS,T09 R08 WELS]"
03836,T11 R9 WELS,T11 R9 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987164,T11 R09 WELS,,,[],[],"[T11 R09 WELS,T11 R9 WELS]"
03834,T11 R7 WELS,T11 R7 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987162,T11 R07 WELS,,,[],[],"[T11 R07 WELS,T11 R7 WELS]"
03841,Clayton Lake Twp,Clayton Lake Twp,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987169,T11 R14 WELS,,,[],[],[T11 R14 WELS]
03848,T12 R10 WELS,T12 R10 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987176,T12 R10 WELS,,,[],[],[T12 R10 WELS]
03872,T14 R10 WELS,T14 R10 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987200,T14 R10 WELS,,,[],[],[T14 R10 WELS]
03887,T15 R14 WELS,T15 R14 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987215,T15 R14 WELS,,,[],[],[T15 R14 WELS]
03835,T11 R8 WELS,T11 R8 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987163,T11 R08 WELS,,,[],[],"[T11 R08 WELS,T11 R8 WELS]"
03847,T12 R9 WELS,T12 R9 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987175,T12 R09 WELS,,,[],[],"[T12 R9 WELS,T12 R09 WELS]"
03881,T15 R8 WELS,T15 R8 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987209,T15 R08 WELS,,,[],[],"[T15 R8 WELS,T15 R08 WELS]"
03865,T13 R15 WELS,T13 R15 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987193,T13 R15 WELS,,,[],[],[T13 R15 WELS]
03858,T13 R8 WELS,T13 R8 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987186,T13 R08 WELS,,,[],[],"[T13 R8 WELS,T13 R08 WELS]"
03892,T16 R8 WELS,T16 R8 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987220,T16 R08 WELS,,,[],[],"[T16 R08 WELS,T16 R8 WELS]"
03875,T14 R13 WELS,T14 R13 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987203,T14 R13 WELS,,,[],[],[T14 R13 WELS]
03831,T10 R7 WELS,T10 R7 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987159,T10 R07 WELS,,,[],[],"[T10 R7 WELS,T10 R07 WELS]"
03900,T17 R12 WELS,T17 R12 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987228,T17 R12 WELS,,,[],[],[T17 R12 WELS]
03842,T11 R15 WELS,T11 R15 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987170,T11 R15 WELS,,,[],[],[T11 R15 WELS]
03877,T14 R15 WELS,T14 R15 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987205,T14 R15 WELS,,,[],[],[T14 R15 WELS]
03866,T13 R16 WELS,T13 R16 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987194,T13 R16 WELS,,,[],[],[T13 R16 WELS]
03903,T18 R10 WELS,T18 R10 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987231,T18 R10 WELS,,,[],[],[T18 R10 WELS]
03876,T14 R14 WELS,T14 R14 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987204,T14 R14 WELS,,,[],[],[T14 R14 WELS]
03862,T13 R12 WELS,T13 R12 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987190,T13 R12 WELS,,,[],[],[T13 R12 WELS]
03886,T15 R13 WELS,T15 R13 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987214,T15 R13 WELS,,,[],[],[T15 R13 WELS]
03902,T17 R14 WELS,T17 R14 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987230,T17 R14 WELS,,,[],[],[T17 R14 WELS]
03837,T11 R10 WELS,T11 R10 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987165,T11 R10 WELS,,,[],[],"[T11 R10 WELS,Dry Town]"
03854,T12 R16 WELS,T12 R16 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987182,T12 R16 WELS,,,[],[],[T12 R16 WELS]
03863,T13 R13 WELS,T13 R13 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987191,T13 R13 WELS,,,[],[],[T13 R13 WELS]
03905,T18 R12 WELS,T18 R12 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987233,T18 R12 WELS,,,[],[],[T18 R12 WELS]
03869,T14 R7 WELS,T14 R7 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987197,T14 R07 WELS,,,[],[],"[T14 R7 WELS,T14 R07 WELS]"
03852,T12 R14 WELS,T12 R14 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987180,T12 R14 WELS,,,[],[],[T12 R14 WELS]
03851,T12 R13 WELS,T12 R13 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987179,T12 R13 WELS,,,[],[],[T12 R13 WELS]
03853,T12 R15 WELS,T12 R15 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987181,T12 R15 WELS,,,[],[],[T12 R15 WELS]
03882,T15 R9 WELS,T15 R9 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987210,T15 R09 WELS,,,[],[],"[T15 R9 WELS,T15 R09 WELS]"
03827,T9 R7 WELS,T9 R7 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987155,T09 R07 WELS,,,[],[],"[T9 R7 WELS,T09 R07 WELS]"
03878,T14 R16 WELS,T14 R16 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987206,T14 R16 WELS,,,[],[],[T14 R16 WELS]
03838,T11 R11 WELS,T11 R11 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987166,T11 R11 WELS,,,[],[],[T11 R11 WELS]
03888,T15 R15 WELS,T15 R15 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987216,T15 R15 WELS,,,[],[],[T15 R15 WELS]
03845,T12 R7 WELS,T12 R7 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987173,T12 R07 WELS,,,[],[],"[T12 R7 WELS,T12 R07 WELS]"
03849,T12 R11 WELS,T12 R11 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987177,T12 R11 WELS,,,[],[],[T12 R11 WELS]
03908,T19 R12 WELS,T19 R12 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987236,T19 R12 WELS,,,[],[],[T19 R12 WELS]
03830,T10 R6 WELS,T10 R6 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987158,T10 R06 WELS,,,[],[],"[T10 R06 WELS,T10 R6 WELS]"
03885,T15 R12 WELS,T15 R12 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987213,T15 R12 WELS,,,[],[],[T15 R12 WELS]
03861,T13 R11 WELS,T13 R11 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987189,T13 R11 WELS,,,[],[],[T13 R11 WELS]
03907,T19 R11 WELS,T19 R11 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987235,T19 R11 WELS,,,[],[],[T19 R11 WELS]
03850,T12 R12 WELS,T12 R12 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987178,T12 R12 WELS,,,[],[],[T12 R12 WELS]
03894,T16 R12 WELS,T16 R12 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987222,T16 R12 WELS,,,[],[],[T16 R12 WELS]
03904,T18 R11 WELS,T18 R11 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987232,T18 R11 WELS,,,[],[],[T18 R11 WELS]
03840,T11 R13 WELS,T11 R13 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987168,T11 R13 WELS,,,[],[],[T11 R13 WELS]
03906,T18 R13 WELS,T18 R13 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987234,T18 R13 WELS,,,[],[],[T18 R13 WELS]
03846,T12 R8 WELS,T12 R8 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987174,T12 R08 WELS,,,[],[],"[T12 R8 WELS,T12 R08 WELS]"
03857,T13 R7 WELS,T13 R7 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987185,T13 R07 WELS,,,[],[],"[T13 R07 WELS,T13 R7 WELS]"
03883,T15 R10 WELS,T15 R10 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987211,T15 R10 WELS,,,[],[],[T15 R10 WELS]
03864,T13 R14 WELS,T13 R14 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987192,T13 R14 WELS,,,[],[],[T13 R14 WELS]
03895,T16 R13 WELS,T16 R13 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987223,T16 R13 WELS,,,[],[],[T16 R13 WELS]
03844,T11 R17 WELS,T11 R17 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987172,T11 R17 WELS,,,[],[],[T11 R17 WELS]
03896,T16 R14 WELS,T16 R14 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987224,T16 R14 WELS,,,[],[],[T16 R14 WELS]
03832,T10 R8 WELS,T10 R8 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987160,T10 R08 WELS,,,[],[],"[T10 R08 WELS,T10 R8 WELS]"
03839,T11 R12 WELS,T11 R12 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987167,T11 R12 WELS,,,[],[],[T11 R12 WELS]
03870,T14 R8 WELS,T14 R8 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987198,T14 R08 WELS,,,[],[],"[T14 R8 WELS,T14 R08 WELS]"
03871,T14 R9 WELS,T14 R9 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987199,T14 R09 WELS,,,[],[],"[T14 R09 WELS,T14 R9 WELS]"
03901,T17 R13 WELS,T17 R13 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987229,T17 R13 WELS,,,[],[],[T17 R13 WELS]
03855,T12 R17 WELS,T12 R17 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987183,T12 R17 WELS,,,[],[],[T12 R17 WELS]
03860,T13 R10 WELS,T13 R10 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987188,T13 R10 WELS,,,[],[],[T13 R10 WELS]
03843,T11 R16 WELS,T11 R16 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987171,T11 R16 WELS,,,[],[],[T11 R16 WELS]
03873,T14 R11 WELS,T14 R11 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987201,T14 R11 WELS,,,[],[],[T14 R11 WELS]
03874,T14 R12 WELS,T14 R12 WELS,2300353602,Northwest Aroostook UT,Northwest Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987202,T14 R12 WELS,,,[],[],[T14 R12 WELS]
03811,Upper Molunkus Twp,Upper Molunkus Twp,2300369930,South Aroostook UT,South Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987238,Township of Upper Molunkus,,,[],[],"[Township of Upper Molunkus,Upper Molunkus Township,T1 R4 WELS]"
03816,T1 R5 WELS,T1 R5 WELS,2300369930,South Aroostook UT,South Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987144,T01 R05 WELS,,,[],[],"[T01 R05 WELS,T1 R5 WELS]"
03090,Cary Twp,Cary Twp,2300369930,South Aroostook UT,South Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,582394,Township of Cary,,,[CARY PLT],[],"[Township of Cary,Plantation of Cary]"
03809,Silver Ridge Twp,Silver Ridge Twp,2300369930,South Aroostook UT,South Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987142,Township of Silver Ridge,,,[SILVER RIDGE],[],"[Silver Ridge,Township of Silver Ridge,Silver Ridge Township]"
03807,North Yarmouth Academy Grant Twp,North Yarmouth Academy Grant Twp,2300369930,South Aroostook UT,South Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,581546,Township of North Yarmouth Academy Grant,,,[],[],"[North Yarmouth Academy Grant,Township of North Yarmouth Academy Grant]"
03806,Molunkus Twp,Molunkus Twp,2300369930,South Aroostook UT,South Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,2748749,Molunkus Township,,,[],[],"[TA R5 WELS,Molunkus Township]"
03817,T2 R4 WELS,T2 R4 WELS,2300369930,South Aroostook UT,South Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987145,T02 R04 WELS,,,[],[],"[T02 R04 WELS,T2 R4 WELS]"
